date,document_count,unique_topics,unique_languages,sentiment,date_str
2021-08-22,1,1,1,neutro,2021-08-22
2021-08-23,1130,67,7,positivo,2021-08-23
2021-08-23,24,9,2,negativo,2021-08-23
2021-08-23,4,2,2,neutro,2021-08-23
2021-08-24,7,6,2,negativo,2021-08-24
2021-08-24,192,27,3,positivo,2021-08-24
2021-08-24,1,1,1,neutro,2021-08-24
2021-08-25,1,1,1,positivo,2021-08-25
2021-08-26,1,1,1,neutro,2021-08-26
2021-08-26,1,1,1,positivo,2021-08-26
2021-08-27,1,1,1,negativo,2021-08-27
2021-08-29,1,1,1,neutro,2021-08-29
2021-08-30,2,2,2,negativo,2021-08-30
2021-08-30,1,1,1,positivo,2021-08-30
2021-08-31,2,1,1,positivo,2021-08-31
2021-09-02,1,1,1,positivo,2021-09-02
2021-09-02,2,2,2,negativo,2021-09-02
2021-09-03,1,1,1,negativo,2021-09-03
2021-09-05,1,1,1,negativo,2021-09-05
2021-09-05,1,1,1,positivo,2021-09-05
2021-09-06,1,1,1,neutro,2021-09-06
2021-09-07,1,1,1,neutro,2021-09-07
2021-09-10,2,2,2,positivo,2021-09-10
2021-09-13,2,2,1,positivo,2021-09-13
2021-09-13,1,1,1,neutro,2021-09-13
2021-09-14,1,1,1,negativo,2021-09-14
2021-09-14,1,1,1,positivo,2021-09-14
2021-09-15,1,1,1,negativo,2021-09-15
2021-09-15,1,1,1,positivo,2021-09-15
2021-09-16,1,1,1,positivo,2021-09-16
2021-09-16,1,1,1,neutro,2021-09-16
2021-09-19,1,1,1,negativo,2021-09-19
2021-09-22,128,14,1,positivo,2021-09-22
2021-09-22,3,2,1,negativo,2021-09-22
2021-09-23,925,69,7,positivo,2021-09-23
2021-09-23,5,3,2,neutro,2021-09-23
2021-09-23,25,10,3,negativo,2021-09-23
2021-09-24,1,1,1,neutro,2021-09-24
2021-09-24,203,34,2,positivo,2021-09-24
2021-09-24,2,1,1,negativo,2021-09-24
2021-09-25,1,1,1,negativo,2021-09-25
2021-09-27,1,1,1,neutro,2021-09-27
2021-10-02,2,2,2,negativo,2021-10-02
2021-10-05,1,1,1,negativo,2021-10-05
2021-10-05,1,1,1,neutro,2021-10-05
2021-10-05,1,1,1,positivo,2021-10-05
2021-10-06,1,1,1,negativo,2021-10-06
2021-10-08,1,1,1,positivo,2021-10-08
2021-10-10,1,1,1,positivo,2021-10-10
2021-10-12,1,1,1,negativo,2021-10-12
2021-10-13,1,1,1,negativo,2021-10-13
2021-10-17,1,1,1,neutro,2021-10-17
2021-10-19,1,1,1,negativo,2021-10-19
2021-10-20,1,1,1,negativo,2021-10-20
2021-10-20,1,1,1,positivo,2021-10-20
2021-10-20,1,1,1,neutro,2021-10-20
2021-10-21,2,1,2,positivo,2021-10-21
2021-10-21,1,1,1,negativo,2021-10-21
2021-10-22,171,23,1,positivo,2021-10-22
2021-10-22,5,1,1,negativo,2021-10-22
2021-10-23,42,17,2,negativo,2021-10-23
2021-10-23,1017,70,7,positivo,2021-10-23
2021-10-23,3,1,1,neutro,2021-10-23
2021-10-24,3,3,2,negativo,2021-10-24
2021-10-24,316,32,3,positivo,2021-10-24
2021-10-25,1,1,1,neutro,2021-10-25
2021-10-26,3,2,2,negativo,2021-10-26
2021-10-28,1,1,1,negativo,2021-10-28
2021-10-30,1,1,1,positivo,2021-10-30
2021-10-31,1,1,1,positivo,2021-10-31
2021-11-01,1,1,1,negativo,2021-11-01
2021-11-03,1,1,1,negativo,2021-11-03
2021-11-07,1,1,1,positivo,2021-11-07
2021-11-09,1,1,1,positivo,2021-11-09
2021-11-11,1,1,1,positivo,2021-11-11
2021-11-12,1,1,1,neutro,2021-11-12
2021-11-14,1,1,1,negativo,2021-11-14
2021-11-16,1,1,1,positivo,2021-11-16
2021-11-16,1,1,1,neutro,2021-11-16
2021-11-20,1,1,1,positivo,2021-11-20
2021-11-21,1,1,1,neutro,2021-11-21
2021-11-22,94,13,1,positivo,2021-11-22
2021-11-22,3,1,1,negativo,2021-11-22
2021-11-23,3,3,2,neutro,2021-11-23
2021-11-23,25,12,2,negativo,2021-11-23
2021-11-23,687,62,8,positivo,2021-11-23
2021-11-24,286,29,3,positivo,2021-11-24
2021-11-24,3,2,1,negativo,2021-11-24
2021-11-27,1,1,1,negativo,2021-11-27
2021-11-30,1,1,1,positivo,2021-11-30
2021-12-01,1,1,1,neutro,2021-12-01
2021-12-05,1,1,1,neutro,2021-12-05
2021-12-06,1,1,1,neutro,2021-12-06
2021-12-09,1,1,1,negativo,2021-12-09
2021-12-11,1,1,1,neutro,2021-12-11
2021-12-13,1,1,1,negativo,2021-12-13
2021-12-15,1,1,1,negativo,2021-12-15
2021-12-16,1,1,1,negativo,2021-12-16
2021-12-16,1,1,1,positivo,2021-12-16
2021-12-17,1,1,1,neutro,2021-12-17
2021-12-19,1,1,1,positivo,2021-12-19
2021-12-20,1,1,1,positivo,2021-12-20
2021-12-22,36,13,1,positivo,2021-12-22
2021-12-22,3,1,1,neutro,2021-12-22
2021-12-23,2,1,1,neutro,2021-12-23
2021-12-23,16,9,2,negativo,2021-12-23
2021-12-23,643,63,6,positivo,2021-12-23
2021-12-24,325,30,2,positivo,2021-12-24
2021-12-24,5,3,1,negativo,2021-12-24
2021-12-25,1,1,1,positivo,2021-12-25
2021-12-25,4,1,1,negativo,2021-12-25
2021-12-26,1,1,1,negativo,2021-12-26
2021-12-27,1,1,1,negativo,2021-12-27
2021-12-28,1,1,1,neutro,2021-12-28
2021-12-28,1,1,1,negativo,2021-12-28
2021-12-29,3,1,1,negativo,2021-12-29
2021-12-29,1,1,1,positivo,2021-12-29
2021-12-30,2,1,1,positivo,2021-12-30
2021-12-30,3,2,1,negativo,2021-12-30
2022-01-02,1,1,1,positivo,2022-01-02
2022-01-07,1,1,1,neutro,2022-01-07
2022-01-08,1,1,1,positivo,2022-01-08
2022-01-08,2,2,1,negativo,2022-01-08
2022-01-09,1,1,1,positivo,2022-01-09
2022-01-10,1,1,1,positivo,2022-01-10
2022-01-11,1,1,1,neutro,2022-01-11
2022-01-12,1,1,1,negativo,2022-01-12
2022-01-13,1,1,1,negativo,2022-01-13
2022-01-14,1,1,1,negativo,2022-01-14
2022-01-15,1,1,1,positivo,2022-01-15
2022-01-17,1,1,1,positivo,2022-01-17
2022-01-18,1,1,1,negativo,2022-01-18
2022-01-18,1,1,1,positivo,2022-01-18
2022-01-19,1,1,1,negativo,2022-01-19
2022-01-20,1,1,1,positivo,2022-01-20
2022-01-21,1,1,1,neutro,2022-01-21
2022-01-22,1,1,1,neutro,2022-01-22
2022-01-22,126,10,1,positivo,2022-01-22
2022-01-23,18,7,2,negativo,2022-01-23
2022-01-23,447,58,7,positivo,2022-01-23
2022-01-24,263,31,2,positivo,2022-01-24
2022-01-24,2,1,1,negativo,2022-01-24
2022-01-26,1,1,1,positivo,2022-01-26
2022-01-28,1,1,1,positivo,2022-01-28
2022-01-30,1,1,1,negativo,2022-01-30
2022-01-31,2,2,1,negativo,2022-01-31
2022-02-01,2,2,1,negativo,2022-02-01
2022-02-02,1,1,1,positivo,2022-02-02
2022-02-04,2,2,1,positivo,2022-02-04
2022-02-07,1,1,1,negativo,2022-02-07
2022-02-08,2,2,1,neutro,2022-02-08
2022-02-09,1,1,1,neutro,2022-02-09
2022-02-10,1,1,1,neutro,2022-02-10
2022-02-11,1,1,1,neutro,2022-02-11
2022-02-11,1,1,1,positivo,2022-02-11
2022-02-15,1,1,1,negativo,2022-02-15
2022-02-16,1,1,1,negativo,2022-02-16
2022-02-17,1,1,1,neutro,2022-02-17
2022-02-19,1,1,1,positivo,2022-02-19
2022-02-22,92,21,1,positivo,2022-02-22
2022-02-23,724,65,6,positivo,2022-02-23
2022-02-23,4,2,2,neutro,2022-02-23
2022-02-23,24,12,3,negativo,2022-02-23
2022-02-24,5,3,1,negativo,2022-02-24
2022-02-24,285,29,2,positivo,2022-02-24
2022-02-24,1,1,1,neutro,2022-02-24
2022-02-28,2,1,1,neutro,2022-02-28
2022-03-01,1,1,1,negativo,2022-03-01
2022-03-04,1,1,1,positivo,2022-03-04
2022-03-07,1,1,1,neutro,2022-03-07
2022-03-10,1,1,1,negativo,2022-03-10
2022-03-11,1,1,1,neutro,2022-03-11
2022-03-14,1,1,1,positivo,2022-03-14
2022-03-15,1,1,1,neutro,2022-03-15
2022-03-16,1,1,1,negativo,2022-03-16
2022-03-17,1,1,1,negativo,2022-03-17
2022-03-18,1,1,1,negativo,2022-03-18
2022-03-19,1,1,1,positivo,2022-03-19
2022-03-20,2,2,2,negativo,2022-03-20
2022-03-21,1,1,1,positivo,2022-03-21
2022-03-21,2,2,2,negativo,2022-03-21
2022-03-22,66,17,1,positivo,2022-03-22
2022-03-22,4,3,1,negativo,2022-03-22
2022-03-23,1,1,1,neutro,2022-03-23
2022-03-23,897,65,6,positivo,2022-03-23
2022-03-23,30,16,2,negativo,2022-03-23
2022-03-24,282,30,3,positivo,2022-03-24
2022-03-24,1,1,1,negativo,2022-03-24
2022-03-24,1,1,1,neutro,2022-03-24
2022-03-28,1,1,1,positivo,2022-03-28
2022-03-29,2,1,1,negativo,2022-03-29
2022-03-30,1,1,1,negativo,2022-03-30
2022-03-31,1,1,1,neutro,2022-03-31
2022-04-02,1,1,1,negativo,2022-04-02
2022-04-02,1,1,1,neutro,2022-04-02
2022-04-03,1,1,1,neutro,2022-04-03
2022-04-04,1,1,1,negativo,2022-04-04
2022-04-05,1,1,1,positivo,2022-04-05
2022-04-06,1,1,1,positivo,2022-04-06
2022-04-07,1,1,1,positivo,2022-04-07
2022-04-09,2,1,1,neutro,2022-04-09
2022-04-09,1,1,1,positivo,2022-04-09
2022-04-13,1,1,1,neutro,2022-04-13
2022-04-15,1,1,1,positivo,2022-04-15
2022-04-17,1,1,1,neutro,2022-04-17
2022-04-18,1,1,1,positivo,2022-04-18
2022-04-18,1,1,1,neutro,2022-04-18
2022-04-19,1,1,1,negativo,2022-04-19
2022-04-19,2,1,2,positivo,2022-04-19
2022-04-20,1,1,1,positivo,2022-04-20
2022-04-21,1,1,1,positivo,2022-04-21
2022-04-22,49,19,2,positivo,2022-04-22
2022-04-23,3,1,2,neutro,2022-04-23
2022-04-23,29,15,3,negativo,2022-04-23
2022-04-23,834,61,6,positivo,2022-04-23
2022-04-24,407,29,4,positivo,2022-04-24
2022-04-24,4,4,1,neutro,2022-04-24
2022-04-24,8,4,1,negativo,2022-04-24
2022-04-26,1,1,1,neutro,2022-04-26
2022-04-29,1,1,1,positivo,2022-04-29
2022-04-30,1,1,1,negativo,2022-04-30
2022-05-02,1,1,1,positivo,2022-05-02
2022-05-02,1,1,1,negativo,2022-05-02
2022-05-04,1,1,1,positivo,2022-05-04
2022-05-06,1,1,1,positivo,2022-05-06
2022-05-06,1,1,1,neutro,2022-05-06
2022-05-07,1,1,1,negativo,2022-05-07
2022-05-07,1,1,1,neutro,2022-05-07
2022-05-07,1,1,1,positivo,2022-05-07
2022-05-08,1,1,1,positivo,2022-05-08
2022-05-08,2,2,2,negativo,2022-05-08
2022-05-09,1,1,1,neutro,2022-05-09
2022-05-09,1,1,1,positivo,2022-05-09
2022-05-10,1,1,1,positivo,2022-05-10
2022-05-11,3,2,1,positivo,2022-05-11
2022-05-12,1,1,1,positivo,2022-05-12
2022-05-12,2,2,2,negativo,2022-05-12
2022-05-13,1,1,1,neutro,2022-05-13
2022-05-13,1,1,1,positivo,2022-05-13
2022-05-14,1,1,1,negativo,2022-05-14
2022-05-15,1,1,1,positivo,2022-05-15
2022-05-16,2,1,2,positivo,2022-05-16
2022-05-18,1,1,1,positivo,2022-05-18
2022-05-18,1,1,1,negativo,2022-05-18
2022-05-19,1,1,1,positivo,2022-05-19
2022-05-20,1,1,1,positivo,2022-05-20
2022-05-21,1,1,1,negativo,2022-05-21
2022-05-21,1,1,1,positivo,2022-05-21
2022-05-22,89,16,1,positivo,2022-05-22
2022-05-22,1,1,1,negativo,2022-05-22
2022-05-23,31,14,3,negativo,2022-05-23
2022-05-23,7,5,2,neutro,2022-05-23
2022-05-23,891,68,8,positivo,2022-05-23
2022-05-24,379,30,3,positivo,2022-05-24
2022-05-24,19,9,2,negativo,2022-05-24
2022-05-24,4,3,2,neutro,2022-05-24
2022-05-25,1,1,1,neutro,2022-05-25
2022-05-26,2,2,2,neutro,2022-05-26
2022-05-28,1,1,1,negativo,2022-05-28
2022-05-30,1,1,1,positivo,2022-05-30
2022-05-30,1,1,1,negativo,2022-05-30
2022-05-30,1,1,1,neutro,2022-05-30
2022-05-31,1,1,1,neutro,2022-05-31
2022-06-03,1,1,1,positivo,2022-06-03
2022-06-05,1,1,1,negativo,2022-06-05
2022-06-06,1,1,1,negativo,2022-06-06
2022-06-06,1,1,1,positivo,2022-06-06
2022-06-08,1,1,1,positivo,2022-06-08
2022-06-08,1,1,1,neutro,2022-06-08
2022-06-09,1,1,1,positivo,2022-06-09
2022-06-13,1,1,1,positivo,2022-06-13
2022-06-13,2,2,1,neutro,2022-06-13
2022-06-16,1,1,1,neutro,2022-06-16
2022-06-16,2,1,1,negativo,2022-06-16
2022-06-16,2,2,2,positivo,2022-06-16
2022-06-17,1,1,1,positivo,2022-06-17
2022-06-17,1,1,1,negativo,2022-06-17
2022-06-20,2,2,1,positivo,2022-06-20
2022-06-22,1,1,1,neutro,2022-06-22
2022-06-22,3,2,1,negativo,2022-06-22
2022-06-22,52,15,1,positivo,2022-06-22
2022-06-23,1044,66,7,positivo,2022-06-23
2022-06-23,9,3,3,neutro,2022-06-23
2022-06-23,57,22,3,negativo,2022-06-23
2022-06-24,376,32,4,positivo,2022-06-24
2022-06-24,1,1,1,neutro,2022-06-24
2022-06-24,12,7,1,negativo,2022-06-24
2022-06-26,1,1,1,positivo,2022-06-26
2022-06-27,1,1,1,negativo,2022-06-27
2022-06-29,3,2,2,positivo,2022-06-29
2022-06-29,1,1,1,negativo,2022-06-29
2022-06-30,1,1,1,negativo,2022-06-30
2022-07-01,1,1,1,positivo,2022-07-01
2022-07-02,360,124,4,neutro,2022-07-02
2022-07-02,1,1,1,negativo,2022-07-02
2022-07-03,368,117,4,neutro,2022-07-03
2022-07-03,1,1,1,negativo,2022-07-03
2022-07-04,342,126,4,neutro,2022-07-04
2022-07-04,1,1,1,negativo,2022-07-04
2022-07-05,345,123,4,neutro,2022-07-05
2022-07-05,1,1,1,negativo,2022-07-05
2022-07-06,364,124,4,neutro,2022-07-06
2022-07-06,3,1,1,positivo,2022-07-06
2022-07-06,2,2,1,negativo,2022-07-06
2022-07-07,365,129,4,neutro,2022-07-07
2022-07-08,372,123,4,neutro,2022-07-08
2022-07-08,1,1,1,positivo,2022-07-08
2022-07-09,1,1,1,negativo,2022-07-09
2022-07-09,368,131,4,neutro,2022-07-09
2022-07-10,1,1,1,positivo,2022-07-10
2022-07-10,332,125,4,neutro,2022-07-10
2022-07-11,361,127,4,neutro,2022-07-11
2022-07-12,386,126,4,neutro,2022-07-12
2022-07-13,1,1,1,negativo,2022-07-13
2022-07-13,372,130,4,neutro,2022-07-13
2022-07-14,1,1,1,negativo,2022-07-14
2022-07-14,1,1,1,positivo,2022-07-14
2022-07-14,369,131,4,neutro,2022-07-14
2022-07-15,402,131,4,neutro,2022-07-15
2022-07-16,1,1,1,negativo,2022-07-16
2022-07-16,356,122,4,neutro,2022-07-16
2022-07-17,370,126,4,neutro,2022-07-17
2022-07-18,1,1,1,positivo,2022-07-18
2022-07-18,363,123,4,neutro,2022-07-18
2022-07-19,1,1,1,positivo,2022-07-19
2022-07-19,349,128,4,neutro,2022-07-19
2022-07-20,351,130,4,neutro,2022-07-20
2022-07-21,376,130,4,neutro,2022-07-21
2022-07-22,56,16,3,positivo,2022-07-22
2022-07-22,362,129,4,neutro,2022-07-22
2022-07-22,6,2,1,negativo,2022-07-22
2022-07-23,1048,74,11,positivo,2022-07-23
2022-07-23,361,124,5,neutro,2022-07-23
2022-07-23,55,22,5,negativo,2022-07-23
2022-07-24,364,123,4,neutro,2022-07-24
2022-07-24,8,5,1,negativo,2022-07-24
2022-07-24,371,35,2,positivo,2022-07-24
2022-07-25,2,2,2,negativo,2022-07-25
2022-07-25,344,128,4,neutro,2022-07-25
2022-07-26,379,127,4,neutro,2022-07-26
2022-07-26,1,1,1,negativo,2022-07-26
2022-07-27,1,1,1,negativo,2022-07-27
2022-07-27,342,117,4,neutro,2022-07-27
2022-07-27,1,1,1,positivo,2022-07-27
2022-07-28,353,127,4,neutro,2022-07-28
2022-07-28,1,1,1,negativo,2022-07-28
2022-07-29,403,126,4,neutro,2022-07-29
2022-07-29,1,1,1,positivo,2022-07-29
2022-07-30,375,129,4,neutro,2022-07-30
2022-07-30,2,1,1,negativo,2022-07-30
2022-07-31,338,125,4,neutro,2022-07-31
2022-07-31,3,2,1,negativo,2022-07-31
2022-08-01,377,123,4,neutro,2022-08-01
2022-08-01,1,1,1,positivo,2022-08-01
2022-08-01,1,1,1,negativo,2022-08-01
2022-08-02,1,1,1,positivo,2022-08-02
2022-08-02,387,126,4,neutro,2022-08-02
2022-08-03,1,1,1,negativo,2022-08-03
2022-08-03,327,119,4,neutro,2022-08-03
2022-08-04,2,2,1,negativo,2022-08-04
2022-08-04,340,131,4,neutro,2022-08-04
2022-08-05,372,122,4,neutro,2022-08-05
2022-08-05,1,1,1,negativo,2022-08-05
2022-08-06,409,133,4,neutro,2022-08-06
2022-08-06,1,1,1,positivo,2022-08-06
2022-08-07,325,124,4,neutro,2022-08-07
2022-08-07,12,8,3,positivo,2022-08-07
2022-08-08,364,126,4,neutro,2022-08-08
2022-08-08,23,12,6,positivo,2022-08-08
2022-08-09,65,12,7,positivo,2022-08-09
2022-08-09,383,123,6,neutro,2022-08-09
2022-08-09,13,10,3,negativo,2022-08-09
2022-08-10,398,130,4,neutro,2022-08-10
2022-08-10,47,18,6,positivo,2022-08-10
2022-08-10,13,10,4,negativo,2022-08-10
2022-08-11,362,130,6,neutro,2022-08-11
2022-08-11,67,25,7,positivo,2022-08-11
2022-08-11,8,7,2,negativo,2022-08-11
2022-08-12,354,126,6,neutro,2022-08-12
2022-08-12,6,5,2,negativo,2022-08-12
2022-08-12,52,17,6,positivo,2022-08-12
2022-08-13,75,20,6,positivo,2022-08-13
2022-08-13,13,8,4,negativo,2022-08-13
2022-08-13,397,132,5,neutro,2022-08-13
2022-08-14,15,12,2,negativo,2022-08-14
2022-08-14,64,18,6,positivo,2022-08-14
2022-08-14,363,124,5,neutro,2022-08-14
2022-08-15,67,15,6,positivo,2022-08-15
2022-08-15,373,125,4,neutro,2022-08-15
2022-08-15,22,15,4,negativo,2022-08-15
2022-08-16,397,126,4,neutro,2022-08-16
2022-08-16,70,19,7,positivo,2022-08-16
2022-08-16,20,14,5,negativo,2022-08-16
2022-08-17,12,11,2,negativo,2022-08-17
2022-08-17,345,121,5,neutro,2022-08-17
2022-08-17,64,19,8,positivo,2022-08-17
2022-08-18,38,12,4,positivo,2022-08-18
2022-08-18,11,7,2,negativo,2022-08-18
2022-08-18,394,127,4,neutro,2022-08-18
2022-08-19,43,9,6,positivo,2022-08-19
2022-08-19,357,127,4,neutro,2022-08-19
2022-08-19,17,9,1,negativo,2022-08-19
2022-08-20,30,10,6,positivo,2022-08-20
2022-08-20,13,10,2,negativo,2022-08-20
2022-08-20,380,125,5,neutro,2022-08-20
2022-08-21,353,122,4,neutro,2022-08-21
2022-08-21,55,16,4,positivo,2022-08-21
2022-08-21,15,13,3,negativo,2022-08-21
2022-08-22,373,123,4,neutro,2022-08-22
2022-08-22,17,10,3,negativo,2022-08-22
2022-08-22,194,33,4,positivo,2022-08-22
2022-08-23,390,123,4,neutro,2022-08-23
2022-08-23,1362,70,8,positivo,2022-08-23
2022-08-23,44,20,5,negativo,2022-08-23
2022-08-24,386,126,5,neutro,2022-08-24
2022-08-24,26,14,2,negativo,2022-08-24
2022-08-24,339,38,7,positivo,2022-08-24
2022-08-25,26,12,4,positivo,2022-08-25
2022-08-25,360,124,5,neutro,2022-08-25
2022-08-25,8,8,3,negativo,2022-08-25
2022-08-26,13,9,4,negativo,2022-08-26
2022-08-26,374,124,4,neutro,2022-08-26
2022-08-26,44,18,5,positivo,2022-08-26
2022-08-27,7,7,2,negativo,2022-08-27
2022-08-27,45,20,4,positivo,2022-08-27
2022-08-27,356,125,4,neutro,2022-08-27
2022-08-28,37,13,5,positivo,2022-08-28
2022-08-28,377,131,4,neutro,2022-08-28
2022-08-28,12,11,2,negativo,2022-08-28
2022-08-29,6,5,2,negativo,2022-08-29
2022-08-29,405,129,4,neutro,2022-08-29
2022-08-29,33,13,3,positivo,2022-08-29
2022-08-30,10,7,2,negativo,2022-08-30
2022-08-30,375,124,4,neutro,2022-08-30
2022-08-30,25,14,3,positivo,2022-08-30
2022-08-31,5,4,2,negativo,2022-08-31
2022-08-31,353,126,5,neutro,2022-08-31
2022-08-31,25,8,4,positivo,2022-08-31
2022-09-01,357,125,5,neutro,2022-09-01
2022-09-01,8,7,2,negativo,2022-09-01
2022-09-01,34,16,4,positivo,2022-09-01
2022-09-02,35,14,5,positivo,2022-09-02
2022-09-02,9,9,2,negativo,2022-09-02
2022-09-02,377,131,4,neutro,2022-09-02
2022-09-03,368,127,4,neutro,2022-09-03
2022-09-03,3,3,2,negativo,2022-09-03
2022-09-03,42,15,5,positivo,2022-09-03
2022-09-04,5,5,2,negativo,2022-09-04
2022-09-04,29,15,4,positivo,2022-09-04
2022-09-04,347,122,5,neutro,2022-09-04
2022-09-05,49,21,4,positivo,2022-09-05
2022-09-05,362,118,4,neutro,2022-09-05
2022-09-05,11,8,2,negativo,2022-09-05
2022-09-06,369,125,4,neutro,2022-09-06
2022-09-06,44,20,4,positivo,2022-09-06
2022-09-06,14,10,2,negativo,2022-09-06
2022-09-07,352,122,4,neutro,2022-09-07
2022-09-07,35,11,4,positivo,2022-09-07
2022-09-07,10,7,3,negativo,2022-09-07
2022-09-08,42,17,3,positivo,2022-09-08
2022-09-08,7,7,2,negativo,2022-09-08
2022-09-08,390,125,4,neutro,2022-09-08
2022-09-09,9,7,2,negativo,2022-09-09
2022-09-09,41,22,3,positivo,2022-09-09
2022-09-09,372,136,4,neutro,2022-09-09
2022-09-10,8,5,2,negativo,2022-09-10
2022-09-10,352,124,4,neutro,2022-09-10
2022-09-10,36,12,4,positivo,2022-09-10
2022-09-11,12,11,2,negativo,2022-09-11
2022-09-11,403,132,4,neutro,2022-09-11
2022-09-11,40,18,2,positivo,2022-09-11
2022-09-12,38,19,4,positivo,2022-09-12
2022-09-12,14,10,2,negativo,2022-09-12
2022-09-12,380,124,4,neutro,2022-09-12
2022-09-13,8,5,3,negativo,2022-09-13
2022-09-13,377,124,5,neutro,2022-09-13
2022-09-13,53,18,3,positivo,2022-09-13
2022-09-14,34,13,4,positivo,2022-09-14
2022-09-14,312,123,4,neutro,2022-09-14
2022-09-14,6,5,3,negativo,2022-09-14
2022-09-15,5,3,2,negativo,2022-09-15
2022-09-15,380,124,4,neutro,2022-09-15
2022-09-15,45,16,4,positivo,2022-09-15
2022-09-16,47,18,4,positivo,2022-09-16
2022-09-16,8,6,2,negativo,2022-09-16
2022-09-16,360,130,4,neutro,2022-09-16
2022-09-17,62,19,5,positivo,2022-09-17
2022-09-17,7,7,3,negativo,2022-09-17
2022-09-17,410,130,5,neutro,2022-09-17
2022-09-18,17,15,2,negativo,2022-09-18
2022-09-18,47,16,3,positivo,2022-09-18
2022-09-18,332,126,4,neutro,2022-09-18
2022-09-19,339,114,5,neutro,2022-09-19
2022-09-19,40,15,5,positivo,2022-09-19
2022-09-19,14,13,2,negativo,2022-09-19
2022-09-20,348,126,5,neutro,2022-09-20
2022-09-20,48,18,5,positivo,2022-09-20
2022-09-20,10,10,2,negativo,2022-09-20
2022-09-21,375,125,5,neutro,2022-09-21
2022-09-21,47,13,5,positivo,2022-09-21
2022-09-21,10,9,2,negativo,2022-09-21
2022-09-22,361,122,5,neutro,2022-09-22
2022-09-22,280,43,4,positivo,2022-09-22
2022-09-22,55,11,4,negativo,2022-09-22
2022-09-23,1473,74,9,positivo,2022-09-23
2022-09-23,381,123,5,neutro,2022-09-23
2022-09-23,64,24,4,negativo,2022-09-23
2022-09-24,533,45,5,positivo,2022-09-24
2022-09-24,25,16,3,negativo,2022-09-24
2022-09-24,379,127,5,neutro,2022-09-24
2022-09-25,43,15,5,positivo,2022-09-25
2022-09-25,11,7,2,negativo,2022-09-25
2022-09-25,342,125,4,neutro,2022-09-25
2022-09-26,10,9,2,negativo,2022-09-26
2022-09-26,44,20,3,positivo,2022-09-26
2022-09-26,340,121,4,neutro,2022-09-26
2022-09-27,358,121,4,neutro,2022-09-27
2022-09-27,44,13,5,positivo,2022-09-27
2022-09-27,12,9,2,negativo,2022-09-27
2022-09-28,370,127,4,neutro,2022-09-28
2022-09-28,54,18,3,positivo,2022-09-28
2022-09-28,12,11,2,negativo,2022-09-28
2022-09-29,373,125,5,neutro,2022-09-29
2022-09-29,74,21,5,positivo,2022-09-29
2022-09-29,16,14,4,negativo,2022-09-29
2022-09-30,96,21,4,positivo,2022-09-30
2022-09-30,13,10,4,negativo,2022-09-30
2022-09-30,399,122,4,neutro,2022-09-30
2022-10-01,383,130,5,neutro,2022-10-01
2022-10-01,101,28,8,positivo,2022-10-01
2022-10-01,12,11,3,negativo,2022-10-01
2022-10-02,8,8,2,negativo,2022-10-02
2022-10-02,364,127,5,neutro,2022-10-02
2022-10-02,101,24,5,positivo,2022-10-02
2022-10-03,334,124,5,neutro,2022-10-03
2022-10-03,96,26,9,positivo,2022-10-03
2022-10-03,19,14,2,negativo,2022-10-03
2022-10-04,18,11,3,negativo,2022-10-04
2022-10-04,374,125,5,neutro,2022-10-04
2022-10-04,83,22,5,positivo,2022-10-04
2022-10-05,90,25,7,positivo,2022-10-05
2022-10-05,11,10,2,negativo,2022-10-05
2022-10-05,358,121,4,neutro,2022-10-05
2022-10-06,79,22,5,positivo,2022-10-06
2022-10-06,18,12,2,negativo,2022-10-06
2022-10-06,382,132,5,neutro,2022-10-06
2022-10-07,75,20,6,positivo,2022-10-07
2022-10-07,21,15,3,negativo,2022-10-07
2022-10-07,385,122,5,neutro,2022-10-07
2022-10-08,20,14,2,negativo,2022-10-08
2022-10-08,89,21,5,positivo,2022-10-08
2022-10-08,343,117,4,neutro,2022-10-08
2022-10-09,89,19,8,positivo,2022-10-09
2022-10-09,14,10,4,negativo,2022-10-09
2022-10-09,383,119,4,neutro,2022-10-09
2022-10-10,99,28,3,positivo,2022-10-10
2022-10-10,22,16,4,negativo,2022-10-10
2022-10-10,410,128,5,neutro,2022-10-10
2022-10-11,90,26,4,positivo,2022-10-11
2022-10-11,400,129,4,neutro,2022-10-11
2022-10-11,17,11,2,negativo,2022-10-11
2022-10-12,85,23,3,positivo,2022-10-12
2022-10-12,12,9,3,negativo,2022-10-12
2022-10-12,399,132,4,neutro,2022-10-12
2022-10-13,19,13,3,negativo,2022-10-13
2022-10-13,79,25,5,positivo,2022-10-13
2022-10-13,370,127,4,neutro,2022-10-13
2022-10-14,88,24,7,positivo,2022-10-14
2022-10-14,12,9,3,negativo,2022-10-14
2022-10-14,369,128,4,neutro,2022-10-14
2022-10-15,94,29,5,positivo,2022-10-15
2022-10-15,16,10,2,negativo,2022-10-15
2022-10-15,396,127,4,neutro,2022-10-15
2022-10-16,17,14,2,negativo,2022-10-16
2022-10-16,94,28,8,positivo,2022-10-16
2022-10-16,377,124,4,neutro,2022-10-16
2022-10-17,84,23,6,positivo,2022-10-17
2022-10-17,24,16,4,negativo,2022-10-17
2022-10-17,400,127,7,neutro,2022-10-17
2022-10-18,356,124,4,neutro,2022-10-18
2022-10-18,88,25,6,positivo,2022-10-18
